"","adm0_a3","adjusted_year","annual_temp_mean","anom_ref","temp_anomaly"
"1","ABW",1990,26.3687046368917,26.695580206977,-0.326875570085313
"2","ABW",1991,26.3119912147522,26.695580206977,-0.383588992224798
"3","ABW",1992,26.4683391253153,26.695580206977,-0.227241081661646
"4","ABW",1993,26.6015474001567,26.695580206977,-0.0940328068203371
"5","ABW",1994,26.2940785090129,26.695580206977,-0.401501697964136
"6","ABW",1995,26.8737716674805,26.695580206977,0.178191460503474
"7","ABW",1996,26.4903271993001,26.695580206977,-0.205253007676866
"8","ABW",1997,26.412797609965,26.695580206977,-0.282782597011987
"9","ABW",1998,26.9056305885315,26.695580206977,0.210050381554499
"10","ABW",1999,26.5419214566549,26.695580206977,-0.15365875032213
"11","ABW",2000,26.2945852279663,26.695580206977,-0.400994979010687
"12","ABW",2001,26.4925680160522,26.695580206977,-0.203012190924749
"13","ABW",2002,26.6587742169698,26.695580206977,-0.0368059900071884
"14","ABW",2003,26.788597424825,26.695580206977,0.0930172178480362
"15","ABW",2004,26.7031153043111,26.695580206977,0.00753509733412017
"16","ABW",2005,27.1042275428772,26.695580206977,0.408647335900202
"17","ABW",2006,26.9061055183411,26.695580206977,0.210525311364069
"18","ABW",2007,26.7756020228068,26.695580206977,0.0800218158298094
"19","ABW",2008,26.4756015141805,26.695580206977,-0.219978692796495
"20","ABW",2009,26.6833979288737,26.695580206977,-0.0121822781032961
"21","ABW",2010,27.0836103757222,26.695580206977,0.388030168745253
"22","ABW",2011,26.7239753405253,26.695580206977,0.0283951335483152
"23","ABW",2012,26.7777307828267,26.695580206977,0.0821505758497452
"24","ABW",2013,26.7731779416402,26.695580206977,0.0775977346632217
"25","ABW",2014,26.6009194056193,26.695580206977,-0.0946608013576906
"26","ABW",2015,26.7315689722697,26.695580206977,0.0359887652927
"27","ABW",2016,27.0163701375326,26.695580206977,0.320789930555556
"28","ABW",2017,26.9502313931783,26.695580206977,0.254651186201308
"29","ABW",2018,26.4982544581095,26.695580206977,-0.197325748867456
"30","ABW",2019,26.8177517255147,26.695580206977,0.122171518537733
"31","ABW",2020,27.1108361879985,26.695580206977,0.41525598102146
"32","ABW",2021,26.793733437856,26.695580206977,0.098153230879042
"33","ABW",2022,26.7388625144958,26.695580206977,0.0432823075188544
"34","ABW",2023,27.2716978391012,26.695580206977,0.576117632124159
"35","ABW",2024,27.8308453559875,26.695580206977,1.13526514901055
"36","ARG",1989,14.8307162920634,14.3839937263065,0.446722565756904
"37","ARG",1990,14.4491476217906,14.3839937263065,0.0651538954840767
"38","ARG",1991,13.63327896595,14.3839937263065,-0.750714760356479
"39","ARG",1992,13.5783486366272,14.3839937263065,-0.805645089679293
"40","ARG",1993,14.211865901947,14.3839937263065,-0.172127824359469
"41","ARG",1994,14.2803995609283,14.3839937263065,-0.103594165378146
"42","ARG",1995,14.178882598877,14.3839937263065,-0.205111127429538
"43","ARG",1996,14.5763887166977,14.3839937263065,0.192394990391202
"44","ARG",1997,14.200080871582,14.3839937263065,-0.18391285472446
"45","ARG",1998,14.2640442848206,14.3839937263065,-0.119949441485934
"46","ARG",1999,14.0920747518539,14.3839937263065,-0.291918974452548
"47","ARG",2000,13.7036124070485,14.3839937263065,-0.680381319257947
