Country Name,Country Code,Series Name,Series Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022],2023 [YR2023]
Afghanistan,AFG,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1666.44865002629,1498.1045669026,1806.23416682495,1822.97848351681,1777.45406899787,1907.59701357669,1928.29421602143,2155.89816122615,2196.10036842951,2572.58958889668,2858.12696496557,2766.34209587397,2994.48631913259,3054.45157082501,3024.98212032803,2974.57332173451,2964.2871729567,2956.7699250337,2906.84260021104,2933.9585984536,2776.56152113396,2138.87024713086,1955.21290440094,..
Afghanistan,AFG,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,41.6271864684651,41.6953029189524,41.7691668785528,41.8853766782279,42.0593887198501,42.3141327571861,42.6201405335114,42.9187974461615,43.2083750435887,43.4894284281289,43.7592715650739,44.0151410825322,44.2605080602237,44.4977192608626,44.7285117535112,44.9499012369929,45.1597601419849,45.3646939816162,45.5686425294341,45.7722670594067,45.9728550490178,46.1650423860811,46.3499581717949,46.507146848665,46.6609847929259,46.8224818131924,46.970919060034,47.0996849872873,47.2213523826043,47.3372457297943,47.474496007217,47.6428472447194,47.8215139159388,48.001529589196,48.2181114886561,48.466018942059,48.7306518705022,49.0016341163514,49.2689718539834,49.5154857037621,49.7182582034242,49.8659492984086,49.9436209267254,49.9614310008377,49.9220361703005,49.6154806542516,49.2306747206613,49.6953911336511,49.8904632307041,49.3195082801243,48.9689982912891,48.2643602343821,47.4324904337073,46.867620814212,46.2315378217709,45.7921058791564,45.5209667513396,45.1186155199624,44.7084445995593,44.2913519225043,43.8079121491391,43.424542703341,43.1306335411773,42.8451173150362
Afghanistan,AFG,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.000848873,0.000901471,0.00196664,0.00192977,0.00188803,0.00364085,0.00530334,..,0.00490837,0.00474343,0.00457421,0.0208887,0.0253627,0.0257279,0.0435429,0.0519942,0.0680079,0.0664243,0.0796302,0.0800873
Afghanistan,AFG,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,327,..,..
Afghanistan,AFG,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,8.401,8.684,8.976,9.276,9.586,9.904,10.233,10.57,10.918,11.275,11.643,12.021,12.41,12.809,13.219,13.641,14.074,14.517,14.973,15.442,15.995,16.562,17.147,17.747,18.365,18.997,19.647,20.314,20.998,21.088,21.177,21.266,21.355,21.444,21.534,21.624,21.714,21.805,21.895,21.986,22.078,22.169,22.261,22.353,22.5,22.703,22.907,23.113,23.32,23.528,23.737,23.948,24.16,24.373,24.587,24.803,25.02,25.25,25.495,25.754,26.026,26.314,26.616,26.933
Albania,ALB,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5377.9446565558,3895.41628837015,3637.44034973841,4009.54865526712,4369.19561322821,4981.95327417341,5469.19726589039,4902.52799610365,5369.07630993237,6099.70392549286,6565.11270374311,7176.61337361852,7524.71323513617,7970.49316514895,8445.26113769001,8957.70965522176,9546.49301184324,10194.4353479055,11043.4389767839,11491.0450042866,11976.3214674401,12314.2504385294,12509.4156460404,12657.9317259324,12909.2407950878,13234.1440599067,13694.7310779137,14228.5670700585,14837.0249272247,15211.4433111205,14793.8528859268,16261.804554188,17260.1194661056,18059.9379072012
Albania,ALB,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,41.0386579156364,41.4956430706721,41.9220591259753,42.284534540697,42.5505993419745,42.6885110825067,42.7184243308445,42.6846210390198,42.5796294318315,42.393195147002,42.1138402679708,41.744392445933,41.3041818056295,40.7868240282983,40.1999998839661,39.572932868751,38.9187082651572,38.2485192599814,37.5793571731473,36.9253033218717,36.3065951218219,35.7370207778836,35.2172463376868,34.739990887043,34.3006754583057,33.9054773033602,33.5509527527433,33.2364016658863,32.972200433433,32.7519517126033,32.5635104977428,32.3920230315333,32.2312840088155,32.0717160744634,31.904674516397,31.7194135607381,31.4755217371767,31.1372309655505,30.6954712081692,30.1596971567142,29.5438700033516,28.848047889214,28.075129876221,27.2520353276165,26.3840221901328,25.4710426645616,24.5405770218756,23.6003962926443,22.6787612109541,21.7987870159832,20.9785338399351,20.2468305423535,19.6161701518536,19.0870740495197,18.6119110905232,18.1666797052053,17.7939010705424,17.4432121082673,17.0830823496453,16.7517576825922,16.4715191611974,16.2817238878905,16.1466104637724,16.0119953156979
Albania,ALB,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.5,..,..,..,..,..,1.1,..,..,0.6,..,..,0.2,..,..,..,0.6,..,1,0.1,0.1,0.4,0,0,0,..,..,..
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0088422,..,0.33081,2.13837,3.10656,3.60359,4.40357,5.5013,6.27864,7.16191,8.37878,9.19224,10.4757,12.5058,15.1193,17.7209,19.6304,20.6989,22.472
Albania,ALB,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,1485,..,..
Albania,ALB,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,304000,287000,119000,184000,371000,317000,354000,470000,557000,645000,748000,937000,1127000,1420000,1856000,2417000,2932000,3514000,3256000,3673000,4131000,4736000,5118000,5927000,6406000,2658000,..,..,..
Albania,ALB,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,955000,1303000,1350000,1694000,2097000,2616000,2979000,3716000,3404000,3443000,4120000,3959000,3928000,4146000,4504000,4852000,5186000,5415000,5922000,2907000,..,..,..
Albania,ALB,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.8,..,..,..,0.8,0.7,0.3,..,..,..,..,..
Albania,ALB,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.705,30.943,31.015,31.086,31.158,31.23,31.302,31.374,31.446,31.548,31.74,31.933,32.127,32.321,32.516,32.712,32.908,33.105,33.302,33.5,33.762,34.024,34.287,34.552,34.817,35.083,35.35,35.619,35.888,36.158,36.428,36.7,37.249,37.799,38.354,38.911,39.473,40.035,40.601,41.169,41.741,42.435,43.501,44.573,45.651,46.731,47.815,48.902,49.991,51.076,52.163,53.247,54.33,55.387,56.423,57.434,58.421,59.383,60.319,61.229,62.112,62.969,63.799,64.603
Algeria,DZA,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,11665.3014345701,11253.7300183405,11193.1507717718,10715.3223891707,10397.4079668809,10587.476429194,10828.9208660293,10765.5234557219,11144.9351626209,11341.8513128407,11608.9043061684,11793.77571419,12264.0925872284,12885.570264085,13277.2527892957,13804.6278150486,14001.7170531983,14202.6715894643,14311.0645503101,14225.0218267793,14633.29015029,14788.8562316717,14852.3699499688,14941.7608421024,15249.5704464291,15425.9405212783,15711.2173321171,15637.8385396206,15557.8164148109,15411.7232247586,14389.6702657175,14690.9162300571,14973.9662596337,15347.532423437
Algeria,DZA,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,45.7390168616661,46.126729173018,46.3620560252533,46.6267102236648,46.8499454208372,46.9730534608121,47.0853313094522,47.1890633219498,47.1928344947966,47.1439808536288,47.0936360509615,47.0499964175032,46.9943815157168,46.9077657048402,46.774072157038,46.801671752988,47.0437621465898,47.0926247089044,46.8926953386744,46.6526936974283,46.4084761402306,46.1660840158673,45.9117484758136,45.6359604684454,45.3285058613515,44.9857734445614,44.5964998878512,44.2080707660853,43.8119514696571,43.3596374568608,42.8495014945093,42.3264644147134,41.821739902934,41.2773956881228,40.6566544747136,39.8946949335175,38.7981835478758,37.444076171585,36.1692110306919,34.9946652916402,33.8371868170204,32.7263156479464,31.680728751997,30.7297098830547,29.8947366834505,29.202915565809,28.6324748044199,28.1674231662105,27.8362184291359,27.6366118667936,27.5713933296071,27.6388893506668,27.8323428423819,28.1584699662781,28.570631176968,29.0032210252725,29.4353647954254,29.8505202648759,30.2080649353292,30.472591519729,30.647082668821,30.7120765410478,30.6432466710353,30.449042214516
Algeria,DZA,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6.4,..,..,..,..,..,..,6.1,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0559426,0.110334,0.407741,0.505599,0.839555,1.393,2.30485,2.487,2.65762,3.06737,3.3321,4.08032,5.6706,7.00004,7.70046,7.21567,8.27527,8.60645,9.33184,10.3517,12.0087
Algeria,DZA,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,..,..
Algeria,DZA,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,520000,605000,635000,678000,749000,866000,901000,988000,1166000,1234000,1443000,1638000,1743000,1772000,1912000,2070000,2395000,2634000,2733000,2301000,1710000,2039000,2451000,2657000,2371000,591000,..,..,..
Algeria,DZA,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1090000,874000,827000,879000,903000,1006000,1190000,1257000,1254000,1417000,1513000,1349000,1499000,1539000,1677000,1757000,1715000,1911000,2136000,2839000,3638000,4530000,5058000,5610000,5732000,1386000,..,..,..
Algeria,DZA,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Algeria,DZA,Urban population (% of total population),SP.URB.TOTL.IN.ZS,30.51,31.797,33.214,34.662,36.141,37.643,38.84,39.004,39.169,39.334,39.5,39.665,39.831,39.997,40.163,40.33,40.497,40.928,41.794,42.665,43.542,44.42,45.303,46.189,47.079,47.968,48.86,49.722,50.511,51.298,52.085,52.871,53.657,54.439,55.219,55.997,56.774,57.544,58.313,59.118,59.919,60.712,61.501,62.284,63.061,63.83,64.593,65.348,66.097,66.826,67.54,68.236,68.915,69.576,70.221,70.848,71.459,72.052,72.629,73.189,73.733,74.261,74.772,75.268
American Samoa,ASM,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,48.9582036792711,48.5576456899059,48.1713050018804,47.9087885552873,47.755561440678,47.6700440340302,47.6059199071387,47.5189150032196,47.4080871585606,47.2543708446196,46.8993536472761,46.3732400746553,45.8575348323415,45.3801395071681,44.933131118158,44.4788232310423,43.9639042967133,43.3677856922653,42.7357770141275,42.1135572857344,41.5760745617369,41.1632584154201,40.8083921224888,40.4723016197087,40.1737057220708,39.9359612742194,39.7702599434747,39.6783530180664,39.6512620138327,39.6863117870722,39.7632690618596,39.8365022503904,39.8961609505267,39.9626763590886,40.0403530412997,40.1322072620363,40.2220183486238,40.2752912599523,40.2858505732912,40.2776330867799,40.1540456297925,39.849804540155,39.450298227822,38.9994908569999,38.4768895714571,37.8593635379187,37.1673630965472,36.4386112712278,35.7448940338698,35.1840479716794,34.5746087019936,33.868532498619,33.238035815725,32.6483630531182,32.0770254613005,31.4982090017131,30.8931969552807,30.2569597476902,29.5834710061127,28.8912839044389,28.1982723159194,27.511935161541,27.1466485967587,27.0537066344829
American Samoa,ASM,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,34000,35000,26000,36000,41000,44000,36000,..,..,..,24500,25299.9992370605,24100.0003814697,24299.9992370605,23500,23100.0003814697,22600.0003814697,22600.0003814697,20799.9992370605,21600.0003814697,20299.9992370605,20100.0003814697,20000,20200.0007629395,19200.0007629395,899.999976158142,..,..,..
American Samoa,ASM,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
American Samoa,ASM,Urban population (% of total population),SP.URB.TOTL.IN.ZS,66.211,66.641,67.068,67.493,67.916,68.334,68.75,69.163,69.574,69.98,70.384,70.784,71.182,71.576,71.967,72.354,72.739,73.12,73.497,73.871,74.33,75.043,75.743,76.429,77.103,77.762,78.408,79.04,79.659,80.263,80.948,81.886,82.789,83.654,84.485,85.28,86.043,86.771,87.467,88.131,88.587,88.491,88.394,88.297,88.198,88.1,88,87.9,87.799,87.697,87.594,87.502,87.42,87.348,87.288,87.238,87.198,87.17,87.153,87.147,87.153,87.169,87.196,87.235
Andorra,AND,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49128.7343016069,48684.6034425175,47550.9273491918,45570.416914546,45218.6139908682,45069.2191430982,46268.5362726215,50046.6156917428,51246.193025818,52965.7372253224,54467.8738908304,57394.1783841602,57438.2010720728,59848.7888006167,62172.3484679313,63153.4531317932,65864.391797578,68644.1163997982,66629.149344497,64978.0543227723,65772.5330024323,66654.472880346,62940.9818652409,60406.9609197114,61700.2370940327,62476.0657551217,64084.5149342309,63176.707140374,63174.2620150843,63324.8041142748,55260.3411948963,58829.8500720505,63818.309268851,64526.5560970389
Andorra,AND,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,26.8890653958168,27.3799618227204,27.9066600081718,28.4006925968157,28.7943262411348,29.021198156682,29.3688986663,29.9564927434977,30.3814514476419,30.4352539433032,30.1880617305707,29.7774546818939,29.2506131744919,28.6264783651383,27.9646187866551,27.2888438647588,26.6356017546555,26.0040712139326,25.3549664604663,24.6338820221428,23.7328353598607,22.6508955728287,22.0153893984144,21.7624653739612,21.2811607259279,20.5434894258095,19.9190869322106,19.4846226514118,18.9680693592726,18.3990627148349,17.7881070385201,17.2401663224165,16.7980308465789,16.4100006761782,16.0779527172043,15.7935719677407,15.5992049573249,15.4965832843759,15.4267436776584,15.3613586170132,15.2774310677408,15.244028310233,15.264966795345,15.2494672394547,15.1767435512488,15.0052301582828,15.0933988195037,15.4614710529177,15.786601801328,16.0923197746845,16.3186263886073,16.435327877564,16.4126034148917,16.2513223991649,15.9400459359271,15.5034113637789,15.1729034125764,14.6953065218422,14.095462816693,13.6718494164494,13.3346203346203,13.0747526381051,12.7950240529164,12.4200879033064
Andorra,AND,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.72616,5.18234,8.45207,13.3568,18.3653,22.6266,24.7584,27.3472,30.3596,33.1216,35.017,36.8833,39.017,42.5278,45.0118,46.4786,47.4482,47.543,48.656,50.2769,51.2051,51.7401
Andorra,AND,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9422000,10991000,11351000,11507000,11601000,11668000,11049000,10737000,10743000,10194000,9112000,8551000,7983000,7900000,7676000,7797000,7850000,8025000,8152000,8328000,8235000,5207000,..,..,..
Andorra,AND,"International tourism, number of departures",ST.INT.DPRT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Multidimensional poverty headcount ratio (World Bank) (% of population),SI.POV.MPWB,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Andorra,AND,Urban population (% of total population),SP.URB.TOTL.IN.ZS,58.45,60.983,63.462,65.872,68.205,70.445,72.593,74.641,76.588,78.424,80.155,81.78,83.301,84.716,86.032,87.252,88.382,89.42,90.378,91.257,92.064,92.8,93.474,94.089,94.649,95.159,95.325,95.178,95.027,94.872,94.712,94.53,94.324,94.111,93.89,93.661,93.425,93.18,92.927,92.666,92.395,92.056,91.641,91.207,90.751,90.285,89.807,89.308,89.004,88.912,88.819,88.726,88.631,88.537,88.441,88.345,88.248,88.15,88.062,87.984,87.916,87.858,87.811,87.774
Angola,AGO,"GDP per capita, PPP (constant 2021 international $)",NY.GDP.PCAP.PP.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,7265.34820786392,7097.33690133125,6469.34369330304,4764.72832267977,4676.55125756778,5203.99246053156,5715.30854478114,5929.9480655087,6007.8632012225,5944.01614383895,5930.05093750066,5979.75824466987,6573.98519418253,6543.3464296114,7009.69573928968,7781.43278819043,8373.92813783021,9205.88700138772,9865.30892312139,9589.34762476824,9644.1239865184,9610.84573742373,10046.9910857176,10158.144066145,10262.8470148798,9991.60250008936,9390.91827086088,9049.96266717646,8626.72581572776,8280.18039135071,7562.08736674225,7414.27895783202,7407.10529226277,7247.47644174941
Angola,AGO,Population ages 0-14 (% of total population),SP.POP.0014.TO.ZS,42.2366982873782,42.7284637790042,43.2568008113884,43.8112105963273,44.4162015117044,44.9719576022759,45.4493481085207,45.9027219720007,46.3160658964877,46.6710709011754,47.0234301023741,47.2515759547965,47.2155659669226,47.0547660278499,46.8777519776017,46.7052188821014,46.5432112611631,46.3701267370036,46.190406338986,46.0315697025743,45.8895277475342,45.7788439297586,45.7095732809725,45.6775149671923,45.6986710546865,45.7817421803517,45.9261093085861,46.110489218451,46.2908445962914,46.4498048778015,46.5861854334449,46.7119353458165,46.8124933554361,46.8960623953969,46.9615914567423,46.9600124063303,46.9020898087751,46.8111267282293,46.6948819225575,46.5734627264838,46.4422789178179,46.3071477987023,46.177175408838,46.0506884594572,45.937723498192,45.8501440944414,45.7883969373496,45.7482332109849,45.7343403565688,45.7385956452008,45.7448067256614,45.7453625207997,45.7474677967949,45.7563834660662,45.7641643452779,45.7595480273713,45.7185863618669,45.6410930016418,45.5459445531786,45.4255877277043,45.3066016809735,45.1791048303746,45.0151306638764,44.8086420851046
Angola,AGO,Poverty headcount ratio at $2.15 a day (2017 PPP) (% of population),SI.POV.DDAY,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,21.4,..,..,..,..,..,..,..,14.6,..,..,..,..,..,..,..,..,..,31.1,..,..,..,..,..
Angola,AGO,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.0372615,0.056308,0.0738786,0.0669202,0.064392,0.06531,0.0814699,0.0851575,0.323076,0.545394,0.290319,0.320554,0.350067,0.36777,0.363264,0.390925,0.386698,0.373669
Angola,AGO,Average precipitation in depth (mm per year),AG.LND.PRCP.MM,..,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,..,..
Angola,AGO,"International tourism, number of arrivals",ST.INT.ARVL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9000,21000,45000,52000,45000,51000,67000,91000,107000,194000,210000,121000,195000,294000,366000,425000,481000,528000,650000,595000,592000,397000,261000,218000,218000,..,..,..,..
